EIXO,SUBEIXO,UF,MUNICÍPIO,NOME,MODALIDADE,"OBRA, PROJETO, ESTUDO, EQUIPAMENTO"
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Nova Brasilândia D'Oeste,MCMV 18 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Nova Mamoré,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Ouro Preto do Oeste,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Parecis,MCMV 8 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Pimenta Bueno,MCMV 9 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Porto Velho,MCMV 102 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Porto Velho,MCMV 1169 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Presidente Médici,MCMV 19 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Presidente Médici,MCMV 47 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Rolim de Moura,MCMV 28 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,São Francisco do Guaporé,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,São Miguel do Guaporé,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Urupá,MCMV 5 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Vilhena,MCMV 266 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Alto Alegre,MCMV 26 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Amajari,MCMV 40 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Boa Vista,MCMV 155 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Boa Vista,MCMV 435 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Bonfim,MCMV 90 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Cantá,MCMV 13 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Cantá,MCMV 40 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Caracaraí,MCMV 2 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Caroebe,MCMV 40 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Normandia,MCMV 40 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Pacaraima,MCMV 139 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Rorainópolis,MCMV 41 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,São João da Baliza,MCMV 40 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,São Luiz,MCMV 40 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RR,Uiramutã,MCMV 40 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Aceguá,MCMV 10 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Alegrete,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Alegrete,MCMV 2 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Alvorada,MCMV 14 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Alvorada,MCMV 463 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Araricá,MCMV 37 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Aratiba,MCMV 15 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Arroio do Meio,MCMV 73 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Arroio do Sal,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Arroio do Tigre,MCMV 4 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Arroio dos Ratos,MCMV 5 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Arroio Grande,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Augusto Pestana,MCMV 5 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Bagé,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Bagé,MCMV 48 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Balneário Pinhal,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Balneário Pinhal,MCMV 26 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Barão de Cotegipe,MCMV 13 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Barra do Quaraí,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Barra do Ribeiro,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Barros Cassal,MCMV 5 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Bento Gonçalves,MCMV 17 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Bento Gonçalves,MCMV 252 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Bom Princípio,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Bom Retiro do Sul,MCMV 14 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Butiá,MCMV 7 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Caçapava do Sul,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cachoeira do Sul,MCMV 30 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cachoeira do Sul,MCMV 4 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cachoeirinha,MCMV 766 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Camaquã,MCMV 38 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Campo Bom,MCMV 13 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Campo Bom,MCMV 168 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Campo Novo,MCMV 5 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Campos Borges,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Candelária,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Candelária,MCMV 7 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cândido Godói,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Candiota,MCMV 26 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Canguçu,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Canguçu,MCMV 5 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Canoas,MCMV 29 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Canoas,MCMV 683 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Capão da Canoa,MCMV 9 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Capão do Cipó,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Capão do Leão,MCMV 19 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Capela de Santana,MCMV 3 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Carazinho,MCMV 42 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Carlos Barbosa,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Casca,MCMV 9 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Catuípe,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Caxias do Sul,MCMV 1238 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Caxias do Sul,MCMV 4 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cerrito,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cerro Branco,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cerro Largo,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cerro Largo,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Chapada,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Charqueadas,MCMV 35 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Charrua,MCMV 34 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Chiapetta,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cidreira,MCMV 11 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cidreira,MCMV 31 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Colinas,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Condor,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Coqueiros do Sul,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cotiporã,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cristal do Sul,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cruz Alta,MCMV 11 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cruz Alta,MCMV 15 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Cruzeiro do Sul,MCMV 12 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Dois Irmãos,MCMV 2 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Dois Irmãos,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Dom Pedrito,MCMV 10 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Dom Pedrito,MCMV 40 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Dona Francisca,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Eldorado do Sul,MCMV 14 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Encantado,MCMV 20 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Encruzilhada do Sul,MCMV 7 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Encruzilhada do Sul,MCMV 7 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Entre-Ijuís,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Erechim,MCMV 122 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Erval Grande,MCMV 4 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Estância Velha,MCMV 47 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Esteio,MCMV 146 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Esteio,MCMV 5 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Estrela,MCMV 38 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Farroupilha,MCMV 156 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Farroupilha,MCMV 4 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Faxinal do Soturno,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Fazenda Vilanova,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Feliz,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Flores da Cunha,MCMV 30 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Fontoura Xavier,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Fontoura Xavier,MCMV 9 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Formigueiro,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Forquetinha,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Frederico Westphalen,MCMV 5 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Garibaldi,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Gaurama,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Gentil,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Getúlio Vargas,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Giruá,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Giruá,MCMV 37 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Glorinha,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Gramado dos Loureiros,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Gravataí,MCMV 54 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Gravataí,MCMV 731 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Guaíba,MCMV 171 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Guaporé,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Harmonia,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Horizontina,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Hulha Negra,MCMV 22 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Humaitá,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Ibirapuitã,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Ibirubá,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Igrejinha,MCMV 17 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Igrejinha,MCMV 46 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Ijuí,MCMV 5 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Ijuí,MCMV 8 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Imbé,MCMV 24 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Iraí,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Itacurubi,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Itaqui,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Itati,MCMV 29 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Itatiba do Sul,MCMV 8 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Ivoti,MCMV 25 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Jaguarão,MCMV 9 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Lagoa Vermelha,MCMV 36 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Lajeado,MCMV 10 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Lajeado,MCMV 388 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Lavras do Sul,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Lindolfo Collor,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Machadinho,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Maratá,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Marau,MCMV 120 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Marques de Souza,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Mato Leitão,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Minas do Leão,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Montenegro,MCMV 66 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Mormaço,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Morrinhos do Sul,MCMV 32 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Mostardas,MCMV 8 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Muçum,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Muitos Capões,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Não-Me-Toque,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Nonoai,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Nonoai,MCMV 21 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Nova Araçá,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Nova Bassano,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Nova Esperança do Sul,MCMV 5 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Nova Hartz,MCMV 50 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Nova Prata,MCMV 13 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Nova Santa Rita,MCMV 179 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Nova Santa Rita,MCMV 49 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Novo Hamburgo,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Novo Hamburgo,MCMV 399 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Osório,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Osório,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Palmeira das Missões,MCMV 10 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RS,Palmitinho,MCMV 5 UH,Unidades isoladas - FGTS,Obra
